Wall time,Step,Value
1680529927.1882195,4,1.605951189994812
1680529938.430183,14,1.2580713033676147
1680529939.550801,15,1.237844467163086
1680529942.915696,18,1.2186622619628906
1680529944.0434837,19,1.2125017642974854
1680529951.9394395,26,1.185215711593628
1680529953.0746188,27,1.1781208515167236
1680529967.6911066,40,1.0924386978149414
1680529975.8055212,47,1.1405131816864014
1680529976.9821258,48,1.0673761367797852
1680529978.129252,49,1.0402573347091675
1680529983.9668982,54,1.0914160013198853
1680529992.9464347,62,1.0727064609527588
1680529994.0612833,63,1.0838651657104492
1680529997.4814363,66,1.067744255065918
1680529998.5952837,67,1.05708909034729
1680530002.0101764,70,1.0579769611358643
1680530003.130735,71,1.041271448135376
1680530009.8465154,77,1.0650339126586914
1680530015.6501482,82,1.0114502906799316
1680530023.7758832,89,1.0233728885650635
1680530035.1123483,99,1.0048826932907104
1680530040.0316997,103,1.0086119174957275
1680530044.6489644,107,1.0049819946289062
1680530060.4260244,121,1.014737606048584
1680530064.9060655,125,0.9863226413726807
1680530066.058908,126,0.9967818260192871
1680530068.3078659,128,0.9884228110313416
1680530070.5397136,130,0.986271321773529
1680530077.342396,136,0.9591542482376099
1680530086.2871244,144,0.9656131267547607
1680530088.5386357,146,0.9651176333427429
1680530089.6804557,147,1.0352623462677002
1680530093.0149415,150,0.9865102767944336
1680530100.9179597,157,0.9752689599990845
1680530104.4178112,160,0.9554421901702881
1680530106.64027,162,0.9551310539245605
1680530109.0128791,164,0.9931338429450989
1680530117.0692282,171,0.9855389595031738
1680530118.1929483,172,0.979954719543457
1680530123.9152102,177,0.967371940612793
1680530131.7709858,184,0.9785460829734802
1680530132.922678,185,0.9990417957305908
1680530139.687238,191,0.9524195194244385
1680530140.8534155,192,1.0028148889541626
1680530153.6550293,203,0.9751592874526978
1680530155.966167,205,0.9564030766487122
1680530165.1044452,213,0.9589956402778625
1680530167.3721151,215,0.9745147824287415
1680530177.6340306,224,1.028120756149292
1680530183.5034773,229,0.9497362375259399
1680530200.9787207,244,0.9654830098152161
1680530202.1230736,245,0.9887100458145142
1680530217.6149478,258,0.9601246118545532
1680530218.786122,259,0.9763203859329224
1680530219.9467633,260,0.9579111337661743
1680530232.443616,271,0.9626997709274292
1680530235.8175938,274,0.9874585866928101
1680530240.390317,278,1.0062438249588013
1680530244.827093,282,0.962378978729248
1680530248.2540014,285,0.9588265419006348
1680530251.750319,288,0.9356195330619812
1680530254.0458133,290,0.9617533683776855
1680530259.697309,295,0.9847557544708252
1680530261.9962103,297,0.9262701869010925
1680530263.2033827,298,0.9916637539863586
1680530275.2772202,308,0.9668970108032227
1680530280.2984731,312,0.9608193635940552
1680530285.1655605,316,0.9489543437957764
1680530287.5828633,318,0.9460989832878113
1680530288.8141975,319,0.9600416421890259
1680530292.3362012,322,0.9557992219924927
1680530310.0120194,337,0.9763623476028442
1680530319.4961638,345,0.993837296962738
1680530320.6741123,346,0.9749139547348022
1680530334.7945485,358,0.9478944540023804
1680530341.853269,364,0.9897863864898682
1680530343.0246727,365,0.9985476732254028
1680530344.1955523,366,0.973535418510437
1680530358.4416084,378,0.997011661529541
1680530367.8542542,386,0.9482227563858032
1680530372.5692692,390,0.9595271944999695
1680530374.968435,392,0.9653908610343933
1680530380.8906512,397,0.9798065423965454
1680530386.9595306,402,0.9954614639282227
1680530389.4214926,404,0.9705474376678467
1680530402.920888,415,0.9666446447372437
1680530410.4231088,421,1.0104886293411255
1680530411.6871498,422,0.9272096157073975
1680530428.3078341,436,0.9474055767059326
1680530429.525898,437,1.0021253824234009
1680530431.958836,439,0.9783827662467957
1680530437.999435,444,0.9637864828109741
1680530440.4156983,446,0.9636571407318115
1680530447.8244772,452,0.9849436283111572
1680530452.6909888,456,0.9736549854278564
1680530458.7854965,461,0.9436346292495728
1680530463.5666528,465,0.9419716596603394
1680530467.2573388,468,0.9462454319000244
1680530469.6212242,470,0.9396199584007263
1680530474.4903896,474,0.9608319997787476
1680530475.6798675,475,0.9520984888076782
1680530481.5313277,480,0.9571350812911987
1680530482.7147658,481,1.0140659809112549
1680530489.784557,487,0.9855453372001648
1680530497.7830014,494,0.9883477687835693
1680530519.0227876,510,0.9659239053726196
1680530521.3834558,512,0.9718990325927734
1680530522.5649993,513,0.9802134037017822
1680530523.7456026,514,0.9515029788017273
1680530527.2577834,517,0.9654545187950134
1680530529.5998638,519,0.9451206922531128
1680530546.4115627,533,0.9193698167800903
1680530547.541814,534,0.9550875425338745
1680530549.930429,536,0.9432762861251831
1680530552.2154968,538,0.9282746315002441
1680530554.485424,540,0.9139329195022583
1680530559.1535997,544,0.9290843605995178
1680530561.5040221,546,0.9147979021072388
1680530566.0803392,550,0.9263010025024414
1680530568.4175408,552,0.9067584872245789
1680530572.9457452,556,0.9149599671363831
1680530579.8805125,562,0.8943536877632141
1680530582.1625462,564,0.9249464869499207
1680530586.7602146,568,0.8898845314979553
1680530604.9709659,584,0.8780089616775513
1680530606.1031263,585,0.9292705655097961
1680530609.4913418,588,0.8968008756637573
1680530611.7435644,590,0.9129522442817688
1680530616.3234441,594,0.8999775648117065
1680530618.5866923,596,0.9044844508171082
1680530632.2203584,608,0.8816922307014465
1680530637.906471,613,0.894825279712677
1680530639.0531845,614,0.882365882396698
1680530648.2115533,622,0.8704370260238647
1680530649.3375933,623,0.9116402268409729
1680530655.0248969,628,0.9003912210464478
1680530656.1548114,629,0.9137495756149292
1680530660.7328153,633,0.8918793201446533
1680530665.2785118,637,0.8828519582748413
1680530672.114983,643,0.9031621813774109
1680530673.262077,644,0.9051401019096375
1680530678.9621153,649,0.885896623134613
1680530681.2253823,651,0.8637625575065613
1680530689.199606,658,0.873130202293396
1680530691.4921572,660,0.8708530068397522
1680530699.4286945,667,0.8665115237236023
1680530708.5272737,675,0.8807839155197144
1680530709.671135,676,0.8870265483856201
1680530718.7710106,684,0.8687823414802551
1680530727.9265862,692,0.8748948574066162
1680530730.1838295,694,0.8723123073577881
1680530748.3742175,710,0.8595452308654785
1680530760.922606,721,0.8745071291923523
1680530763.2038746,723,0.8708308339118958
1680530765.4749615,725,0.8665521144866943
1680530766.6054957,726,0.880689263343811
1680530768.83115,728,0.8911057114601135
1680530769.9876864,729,0.8803081512451172
1680530772.2306242,731,0.8591082096099854
1680530773.4179816,732,0.8854854106903076
1680530774.5664723,733,0.874252200126648
1680530780.3238919,738,0.8854994773864746
1680530787.1334193,744,0.8807978630065918
1680530809.8133864,764,0.8773123025894165
1680530818.8438048,772,0.852030873298645
1680530822.252898,775,0.8824423551559448
1680530823.4010153,776,0.8467338681221008
1680530825.6697779,778,0.8483680486679077
1680530827.9538865,780,0.8921929597854614
1680530830.2159493,782,0.8828320503234863
1680530837.0310047,788,0.8602243661880493
1680530855.2296329,804,0.8728864789009094
1680530856.3705196,805,0.8507483005523682
1680530858.642385,807,0.8955668807029724
1680530862.0457437,810,0.8710522651672363
1680530871.0913746,818,0.8586812019348145
1680530872.216161,819,0.8905526399612427
1680530882.5063562,828,0.8993203043937683
1680530887.1061747,832,0.8800000548362732
1680530896.1599088,840,0.8920765519142151
1680530899.6118855,843,0.848369836807251
1680530901.866074,845,0.8776201009750366
1680530915.4278378,857,0.8755558133125305
1680530921.0783007,862,0.8864044547080994
1680530925.6561353,866,0.8940401673316956
1680530931.325362,871,0.8910313844680786
1680530946.052061,884,0.8760289549827576
1680530948.366481,886,0.8574504852294922
1680530955.1880934,892,0.8655726313591003
1680530958.5276325,895,0.8878051042556763
1680530960.783858,897,0.8566986322402954
1680530965.33147,901,0.8774774074554443
1680530966.4503558,902,0.8983122706413269
1680530973.2685597,908,0.892826497554779
1680530996.0629034,928,0.8902388215065002
1680530998.379102,930,0.8645737171173096
1680531000.6698568,932,0.8596552610397339
1680531012.0479023,942,0.8815271854400635
1680531020.170454,949,0.8792839050292969
1680531027.5141356,955,0.8647524118423462
1680531036.9488792,963,0.8765569925308228
